Employee_no,Surname,Given_name,Gender,City,Age,Year_joined,Phone_no,Social_insurance_no
780,Niles,Angela,F,Vancouver,32,2007,2041908073,119593874
781,Rocha,Jennifer,F,Langley,37,2018,9022879963,886637633
782,Glass,Donald,M,Victoria,49,2004,4186987656,551000528
783,Holl,Geraldine,F,Golden,44,2008,4184781167,921069373
784,Garcia,Eugene,M,Salmon Arm,33,2005,5145492042,350554203
785,Ramsay,Don,M,Crawford Bay,31,2005,6138545886,818141847
786,Sligh,Heather,F,Victoria,35,2015,6132554788,417068388
787,Gibson,Brian,M,Rossland,33,2014,6048996984,785314218
788,Cohen,Renate,F,Oyama,36,2004,4169045710,885918560
789,Cooper,Mary,F,Vernon,41,2013,9029186223,863832131
790,Henley,Elizebeth,F,New Westminster,43,2015,4167925736,325021216
791,Dade,Bessie,F,Abbotsford,33,2002,5143141122,652741983
792,Bergman,Daniel,M,Vancouver,28,2012,3063124634,610322737
793,Carter,Alex,M,Port Coquitlam,45,2002,3066536688,343287045
794,Sampson,Elsie,F,Vancouver,31,2007,5149170578,411900207
795,Drummond,Linda,F,Ganges,34,2006,6134557930,217866538
796,Macias,Kimberly,F,Ladysmith,41,2008,4038310608,493749411
797,Bergeron,Rolando,M,Langley,30,2010,4034013404,156595797
798,Starnes,William,M,Vancouver,29,2018,4037220184,375476217
799,Ames,Larry,M,Port Coquitlam,47,2012,9025763731,231616008
800,Rodriquez,Brian,M,Burnaby,31,2017,3069434311,179410217
801,Graham,Margarett,F,Chemainus,27,2002,5149780370,154967522
802,Mysliwiec,William,M,Vancouver,25,2004,4186179715,355240523
803,Bischoff,Roy,M,Langley,47,2005,6048596382,917849637
804,Sharp,Phillip,M,Kamloops,39,2006,6048312979,807222356
805,Gasser,Melissa,F,Vancouver,41,2003,6047978143,515216379
806,Ward,David,M,Douglas Lake,34,2013,9028502508,868908397
807,Dorsey,Kristy,F,Langley,44,2011,6049204711,769409087
808,Neri,Bill,M,Fulford Harbour,27,2011,3066870549,762043596
809,Young,John,M,Surrey,30,2018,6048727726,360153603
810,Patterson,Pauline,F,Burnaby,41,2003,4039980238,287162704
811,Manges,Dustin,M,Abbotsford,36,2011,6042999588,881520262
812,Gladney,Anthony,M,Vancouver,48,2009,4162377768,856812563
813,Inman,Madonna,F,Victoria,45,2016,4183853927,470443144
814,Katz,Brittany,F,Yarrow,38,2002,2048603236,821514482
815,England,Wade,M,Vancouver,41,2015,5143468124,679725862
816,Coley,Linda,F,Richmond,47,2011,4038679533,301508910
817,Fitzmaurice,Amy,F,Vancouver,35,2015,9029077383,805918526
818,Rasnick,Peter,M,Abbotsford,44,2013,9026042119,227340813
819,Ramirez,Joyce,F,Elkford,34,2008,9026559591,579474359
820,James,Patricia,F,Burnaby,26,2018,2046613939,594636953
821,Davis,Henry,M,Surrey,39,2011,4166205228,363306495
822,McLendon,Jay,M,Kelowna,49,2008,2047749660,529852403
823,Bowman,Ramon,M,Telegraph Creek,48,2005,9026992946,808684883
824,Beltran,James,M,Nanaimo,45,2013,5142218224,713772392
825,Israel,Terry,M,North Vancouver,28,2004,4182331692,797916458
826,Miller,Starla,F,Kamloops,48,2014,5141590327,277832647
827,Young,Robert,M,Francois Lake,46,2018,5143827782,595091452
828,Perkins,Linda,F,New Westminister,39,2007,5146015383,340320444
829,Mahon,William,M,Port Alberni,27,2010,5142597401,815693313
830,Stricklin,Allen,M,Kamloops,48,2004,6137241570,260605494
831,Toller,Jill,F,Victoria,45,2013,6045490406,820980886
832,Williams,Maria,F,Chilliwack,43,2010,9025834303,741815018
833,Erickson,John,M,Vancouver,34,2015,5146306515,973852844
834,Woodard,Jane,F,Mission,36,2002,4169800417,242971248
835,Brown,James,M,Squamish,27,2013,2046084637,119001088
836,Berge,Dennis,M,Vancouver,39,2003,2042359440,708035608
837,Braun,Tamra,F,Fruitvale,34,2017,3066694462,875732570
838,McHenry,Edna,F,Fulford Harbour,26,2018,2041128641,863208427
839,Scott,Thelma,F,New Westminster,25,2005,4162439141,420497245
840,Alexander,Sylvester,M,Langley,43,2017,4168399531,714704930
841,Humes,Jason,M,Courtenay,38,2005,3064081776,891004954
842,Erickson,Burt,M,Vancouver,38,2011,4034688790,170105511
843,Sickles,Gregory,M,Nanaimo,40,2007,2044919704,142380433
844,Herring,Beverly,F,Victoria,48,2015,6045881777,949566033
845,Bessler,Cathy,F,Rossland,42,2010,4183976461,403875602
846,Chapman,Marshall,M,Summerland,47,2011,2043848841,256879261
847,Rouleau,David,M,Logan Lake,35,2016,6132488922,796243685
848,Minter,Wendy,F,Abbotsford,29,2004,3061974795,249383024
849,Lovin,Julie,F,Victoria,48,2010,2048941000,270559201
850,Maya,Shelley,F,Vancouver,47,2005,4166209907,656755640
851,Obrien,Julianna,F,Vancouver,34,2012,4166134187,717839730
852,McElhannon,Harold,M,Vanderhoof,49,2005,6136332387,966563300
853,Braun,Barbara,F,Powell River,27,2015,6042936119,790705581
854,Morales,Arie,F,Pemberton,39,2013,4189410576,821989309
855,Pardo,Edith,F,Salmon Arm,26,2005,6135293153,956355744
856,Sullivan,Daniel,M,New Westminster,28,2016,3063688584,453178243
857,Wilson,Lucille,F,Ocean Falls,48,2018,5149701328,973126554
858,Rutledge,Corey,M,Kelowna,29,2014,9024655063,158399131
859,Thompson,Robert,M,Penticton,49,2016,4034855962,465197259
860,Schilling,Ismael,M,Vancouver,44,2012,5142347044,858601271
861,Hunt,Nikole,F,Chilako River,49,2013,6047254377,955530060
862,Cohen,William,M,Courtenay,34,2006,4169028594,902444223
863,Silvers,Deloris,F,Victoria,31,2009,4033695022,112775264
864,Meyer,Amanda,F,New Westminster,47,2006,4164548907,485101627
865,Bowers,Beverly,F,New Westminster,41,2015,6046452089,524366898
866,Luther,Mary,F,Terrace,27,2014,9021215782,821554747
867,Vice,Charles,M,New Westminister,29,2012,6138869103,545130515
868,Scott,Kerry,F,Vancouver,48,2016,6136371958,750724547
869,Dyer,Andres,M,Victoria,40,2009,2041390105,760283388
870,Lemire,James,M,Princeton,33,2015,3065522977,306732159
871,Strickler,Shaniqua,F,Tumbler Ridge,32,2009,3062614127,688449852
872,Allen,Walter,M,Kelowna,29,2012,5141478741,198791828
873,Alonzo,William,M,New Westminster,29,2016,4033964526,445950828
874,Hammack,Gina,F,Vancouver,33,2008,2048844175,502162764
875,Eilers,Joseph,M,New Westminster,42,2018,5147420498,957976987
876,Cyr,Fredrick,M,Prince George,36,2006,4185300185,801643190
877,Strickland,Sara,F,Fort St John,32,2015,3065192224,210436207
878,Biddle,Clarence,M,Winfield,28,2014,6048299913,859476386
879,Mobley,Angela,F,Victoria,43,2016,2042039004,483934657
880,Larkin,Darlene,F,Surrey,30,2017,4034674638,865238976
881,Roberts,Christopher,M,Vancouver,35,2016,5144953069,842934788
882,Gonsalves,Ethel,F,Vancouver,44,2010,6043698639,370607673
883,Fudge,Troy,M,Prince George,48,2005,6043524628,456582043
884,Buckley,Nora,F,Vernon,42,2005,6138695743,158636640
885,Stoltzfus,Dwight,M,Nanaimo,30,2011,9024647738,250092630
886,Russo,Brenda,F,Abbotsford,45,2016,4162085084,373162534
887,Brown,Jonathan,M,Victoria,44,2007,6043989701,551475239
888,Smith,Michael,M,Victoria,25,2003,5147025062,679089761
889,Rivera,Russell,M,Sardis,44,2016,6136716441,685554812
890,Pauley,James,M,Cobble Hill,48,2005,9028742645,747807688
891,Thomason,Sonya,F,Vancouver,26,2014,2047527133,807045757
892,Garceau,Virginia,F,Vancouver,44,2017,3063829595,591627305
893,Stringfellow,Eric,M,Chilanko Forks,34,2014,6135843946,651533031
894,Williams,John,M,New Westminster,42,2008,6042382695,415451186
895,Garcia,Kelly,F,Vancouver,32,2006,6139516705,818913479
896,Lambert,Timothy,M,Chilliwack,26,2009,9025793313,224206447
897,Babich,Elizabeth,F,Victoria,35,2006,4168625593,730206862
898,Frazier,Freda,F,Burnaby,29,2011,2044405448,469199118
899,Beckham,Joan,F,Kamloops,25,2004,2045605975,789710880
900,Whitener,Denise,F,Winfield,33,2004,6137556270,950871997
901,Garnica,Donald,M,Duncan,39,2011,4184194397,754585449
902,Quinn,Sandra,F,Kamloops,33,2015,3065070450,289268504
903,Littlefield,Erica,F,Vancouver,42,2016,4164814073,777102198
904,Hill,Eula,F,Vancouver,43,2006,6135893990,604406122
905,Barren,Alice,F,Vancouver,46,2015,6042377929,863593202
906,Royston,Milton,M,Tofino,48,2002,4031942941,458864018
907,Mitchum,Joseph,M,Victoria,41,2003,6131710529,573893401
908,Poole,Jesse,M,Whistler,26,2003,6042398058,942515664
909,Turk,James,M,Victoria,40,2011,5144244336,947221872
910,Smith,Sheila,F,Burnaby,31,2006,4169113049,607212864
911,Green,Angela,F,Victoria,44,2002,9029024902,895423232
912,Engle,Josefina,F,Vancouver,25,2013,3061297114,167161673
913,Ward,Milton,M,Aldergrove,31,2005,4167764586,503474824
914,Atchison,Rebecca,F,Aldergrove,38,2005,2042821896,116048496
915,Kaufmann,Patricia,F,Vancouver,31,2009,9028870377,141185642
916,Beshears,Toby,M,Fort Nelson,46,2002,4165773442,712194106
917,Martens,Betty,F,Kelowna,41,2016,6048424851,192041415
918,Carrington,Louise,F,Vancouver,32,2009,9021675540,599698538
919,Hall,Gloria,F,New Westminster,36,2005,6049128453,787261871
920,Williams,Justin,M,Haney,29,2015,2041158475,588942732
921,Wright,Joseph,M,Surrey,45,2002,6137105969,586555113
922,Dixon,Janet,F,North Vancouver,49,2002,6138080630,440025439
923,Bishop,Anne,F,Surrey,33,2015,4037310440,988620046
924,Culver,Neil,M,New Westminster,27,2017,4031586195,410135950
925,Dillard,Martha,F,Vancouver,33,2007,5144185022,488225921
926,Sledge,Albert,M,Vancouver,33,2005,9025927698,844908157
927,Gills,Carol,F,Vancouver,30,2011,4169529167,654599611
928,Kirkham,Garrett,M,Vancouver,49,2018,9025961222,823203630
929,Thompson,Robert,M,Vancouver,41,2010,6048808382,913431642
930,Whitehead,Diana,F,Burnaby,48,2006,3061761507,225376227
931,Rogers,Mary,F,Castlegar,33,2010,4189915703,141434003
932,Brownlee,Barton,M,Kelowna,44,2011,9024314420,837422599
933,Koehn,Luisa,F,Comox,34,2014,6134218302,153684905
934,Ratliff,Wesley,M,Fort St John,46,2012,2047494414,864192671
935,Croft,Allison,F,Fort Nelson,28,2008,2048430742,704461485
936,Palmer,Margaret,F,Vancouver,30,2015,2047726759,298707805
937,Batista,Carla,F,Vancouver,32,2013,4167569819,762488417
938,Falgoust,Rebecca,F,Spences Bridge,33,2004,6132846717,390830353
939,Pullen,George,M,Port Coquitlam,29,2013,6048622484,175415398
940,Mayes,Ora,F,Vancouver,44,2008,5144034884,245645657
941,Sullivan,Michael,M,Abbotsford,27,2008,6139342561,896418740
942,McDonald,Jeremy,M,New Westminster,37,2006,4167334994,381054749
943,Snider,Theresa,F,Oyster River,49,2006,4165859729,549310076
944,Casto,Lamont,M,Fort St John,25,2015,9028626527,651557819
945,Whittenburg,Michael,M,New Westminster,26,2018,4166158937,457818405
946,Heath,Daniel,M,Comox,31,2013,6042599623,295718308
947,Rollins,Evelyn,F,Nelson,36,2005,5144758018,449336612
948,Ainsworth,James,M,Victoria,25,2011,6048264070,387036836
949,Ritter,Anna,F,Richmond,27,2011,6137418763,554548757
950,Tanner,Mary,F,Burnaby,45,2008,4162252231,657686829
951,Dunn,Jorge,M,Vanderhoof,47,2002,9026549345,506881844
952,Evans,Willard,M,Vancouver,37,2016,4163073384,572818829
953,Tillis,Gary,M,Kelowna,33,2002,4185603846,276303592
954,Clarke,Jonathan,M,Vancouver,27,2014,4166696905,341487637
955,Phillips,Brittany,F,D'arcy,36,2013,2047818519,351207371
956,Simon,Marc,M,Fort St John,42,2002,5141881551,762846980
957,Thorne,Jerry,M,Ashcroft,33,2002,5142444754,636866113
958,Bishop,William,M,Port Coquitlam,41,2018,4187467993,587974624
959,Harley,Clifford,M,Vancouver,31,2011,4164443249,499061909
960,Ayers,Martin,M,Vancouver,39,2011,2042798035,524676308
961,Wright,Constance,F,Klemtu,29,2006,4166013955,375718477
962,Rice,Marian,F,Fort Nelson,37,2006,9029122562,662437563
963,Hector,Brian,M,Richmond,36,2003,4161899523,618000855
964,Godfrey,Brenda,F,Fort Nelson,43,2015,3068742440,521116872
965,Carpenter,Katherine,F,Victoria,43,2004,4162375806,826032767
966,Miller,Barbara,F,Victoria,35,2012,6131937587,475522997
967,Harris,Esther,F,Vancouver,47,2006,4185228184,454839125
968,Arriaga,Connie,F,Surrey,47,2005,9025004217,435788997
969,Green,Aaron,M,Cumberland,33,2013,4038975718,801165057
970,Bowman,Edmund,M,Victoria,43,2005,5141126643,836715658
971,Rose,William,M,Victoria,41,2002,4035207557,350694365
972,Long,Stephen,M,Nanaimo,27,2016,4183063254,381008232
973,Patrick,Julie,F,Kamloops,29,2014,3069047504,199147542
974,Berry,Charles,M,Burnaby,44,2008,6049178169,556172559
975,Brame,Robert,M,New Westminster,39,2018,5149846829,231942648
976,Neal,Matt,M,Port Mellon,45,2009,4165976089,495466989
977,Blair,Bobbi,F,Prince George,46,2011,5143022776,982842373
978,Sherwood,Karrie,F,Penticton,33,2006,3066207078,469082567
979,Miguel,James,M,Cortes Island,41,2002,4039709432,157315413
980,Sherman,Richard,M,Kelowna,46,2008,3062267233,336583343
981,Ambler,Mary,F,Vancouver,31,2018,4166134694,363136452
982,Hyatt,James,M,New Westminster,38,2010,6135583174,241965102
983,Darrell,Andre,M,Langley,41,2018,3068068147,737573985
984,Lewis,Thomas,M,Prince George,30,2008,9022703679,666579757
985,Ramirez,Nancy,F,Jaffray,29,2016,3062890689,442236992
986,Carballo,Robert,M,Black Point,47,2003,5148675629,957914777
987,Stein,Raymond,M,Surrey,46,2018,4169332002,532625356
988,Williams,Irene,F,Forest Grove,30,2016,9025749401,202543314
989,Kephart,William,M,Winfield,41,2002,5148940409,360972516
990,Lewis,Betty,F,Rossland,25,2009,2043969964,208627221
991,Hirst,Tommy,M,Oyama,27,2010,3065479439,320039931
992,Vera,Cynthia,F,Mcleese Lake,37,2018,4164301640,771463089
993,Andrew,Sparkle,F,Sidney,42,2016,9028083460,305797263
994,Heredia,Janet,F,Nelson,45,2016,3065358748,530204535
995,Venuti,Theresa,F,Ladysmith,32,2012,6044379856,124926800
996,Adame,Crystal,F,Fort Fraser,33,2017,4165631278,660682833
997,Ratcliff,Collin,M,Grand Forks,35,2004,3068964323,279161929
998,Reider,Juliana,F,Hazelton,44,2008,4161947283,610531296
999,Madera,Emogene,F,Vancouver,31,2002,2049328211,948964888
1000,Norris,Stella,F,Ganges,36,2015,9024265106,873104711
1001,Gauthier,Michael,M,Merritt,38,2007,2046484509,703933853
1002,Johnson,Dee,F,Vancouver,25,2002,4185964606,633238200
1003,Lust,Matthew,M,Vancouver,27,2007,4164263071,651326609
1004,Forsyth,Stanley,M,Vancouver,34,2009,6046752849,417297047
1005,Hodge,Denese,F,Campbell River,46,2002,5141773277,877169319
1006,Carter,Juan,M,Victoria,28,2005,4184784120,749092894
1007,Cope,Rosemary,F,Abbotsford,31,2003,9023216937,153265108
1008,Wolf,James,M,Kelowna,48,2018,5143178505,755050579
1009,Estrada,Susan,F,Duncan,36,2006,3067530384,144880971
1010,Bartling,Luigi,M,Chetwynd,34,2002,6044055898,557758824
1011,Neely,Maria,F,Vancouver,30,2012,2047633421,173339239
1012,Gifford,Thomas,M,Victoria,33,2005,9028033774,686712603
1013,Peterson,Earnest,M,Vancouver,43,2006,4183389451,699564741
1014,Jackson,Christopher,M,Victoria,32,2016,3067265781,431845438
1015,Vasquez,Virginia,F,Surrey,48,2011,4166230967,285808353
1016,Morin,Matthew,M,Ocean Falls,45,2009,6049055411,184407707
1017,Easter,Roger,M,Port Coquitlam,34,2014,5145086213,447380605
1018,Martin,Joyce,F,Victoria,44,2009,5144543325,738469822
1019,Thomas,Helen,F,Prince George,27,2004,2042826760,333812185
1020,Clark,Richard,M,Burnaby,26,2007,4161591214,933287756
1021,McCarty,Joyce,F,Victoria,27,2013,4035643119,934452686
1022,Martin,Ricardo,M,Vancouver,25,2004,6044057945,564884361
1023,Pippin,Gonzalo,M,New Westminster,27,2002,4167043363,359198353
1024,Laughlin,Keith,M,Riske Creek,34,2018,4167121962,508492251
1025,Brown,James,M,Vancouver,45,2013,6049135336,245945261
1026,Norton,Jack,M,Port Hardy,32,2006,6047937396,367759437
1027,Roberts,Barbara,F,Vancouver,45,2016,4036410373,858743202
1028,Revels,Daniel,M,Fort St John,43,2015,6049219274,490324265
1029,Chastain,Casey,M,Prince George,41,2005,4035118976,324457980
1030,Lynde,John,M,Vancouver,45,2002,2043520611,510432358
1031,Steiner,Trevor,M,Kamloops,34,2009,5142841505,685474908
1032,Williams,Gary,M,North Vancouver,35,2016,6138980126,200800472
1033,Mendez,Carole,F,Fort St James,46,2009,4164553712,161455366
1034,Tyson,Ray,M,Victoria,31,2016,3067922026,743994617
1035,Hall,William,M,Port Alberni,49,2009,6049111701,302392607
1036,Attebery,Gene,M,Vancouver,28,2011,6139092213,374935158
1037,Allen,Christopher,M,Douglas Lake,26,2014,2045952135,677815850
1038,Hart,Ricardo,M,Abbotsford,34,2016,2047602545,610100668
1039,Hidalgo,Miriam,F,Victoria,30,2003,4037443158,754618308
1040,Lovell,Tammy,F,Nanaimo,39,2018,2043544340,482194901
1041,Huang,Victor,M,Vancouver,25,2014,4167330490,200997934
1042,Fisher,Terry,M,Kamloops,48,2012,2048881628,215352213
1043,Stuart,Katherine,F,Vancouver,34,2014,3067258490,197534757
1044,Blanco,Marianna,F,Cranbrook,45,2003,4034247190,210746397
1045,Isabel,Diane,F,Victoria,42,2007,5147388434,246158147
1046,Dale,James,M,Invermere,36,2013,4165587532,738286789
1047,Logsdon,Matt,M,New Westminster,36,2017,4181521071,251866485
1048,Dan,Thomas,M,Sardis,43,2018,5145089402,218597354
1049,Parker,Kenneth,M,Vancouver,43,2012,6048109804,253965546
1050,Hicks,Dwight,M,Kamloops,37,2011,4168393442,916742021
1051,Colmenero,Larry,M,Comox,43,2016,5147946133,649633002
1052,Hodgin,Rachael,F,Coquitlam,28,2014,3063913573,826748279
1053,McLaughlin,Ruby,F,Vancouver,28,2002,5146559822,485280749
1054,Zamora,Stanley,M,Victoria,45,2011,3062880179,911626218
1055,Cooper,Katherine,F,Victoria,36,2009,6043471230,733784196
1056,Kaminski,Laura,F,Williams Lake,32,2009,6047754917,616451112
1057,Paulk,Darlene,F,Victoria,35,2013,3061322557,644354358
1058,Carter,Elisa,F,Vancouver,30,2007,9027029312,431262461
1059,Besser,Steven,M,Vancouver,44,2004,9028378713,553130986
1060,Smith,Roger,M,Nanaimo,42,2007,4169880292,555662309
1061,Clemens,George,M,Vancouver,29,2005,5146383837,294155256
1062,Bryson,Mary,F,Vancouver,25,2005,2049208708,611592565
1063,Totten,Clarence,M,Surrey,29,2007,4188538854,665650772
1064,Koenig,Adam,M,Richmond,46,2004,6136058441,691634137
1065,Zielinski,Gregory,M,Gibsons,27,2015,9028548046,401199499
1066,Taylor,Vanessa,F,Chetwynd,32,2018,2049778851,818461693
1067,Martin,Angelo,M,Nakusp,41,2004,5149808142,768298428
1068,Worthington,Lesley,F,Nanaimo,39,2007,4182546330,656623018
1069,Farrell,Marie,F,Vancouver,42,2009,6138326760,339967683
1070,Santos,Cathy,F,Victoria,39,2012,3061556285,726122621
1071,Chaput,Max,M,Fort St John,35,2003,6041800544,273182585
1072,Connolly,Benjamin,M,Victoria,26,2009,4036354513,289364905
1073,Wilson,Mary,F,Courtenay,42,2013,4169751661,279315581
1074,Larson,Hellen,F,Cranbrook,43,2009,4165257298,872677733
1075,Mariscal,Charles,M,Aldergrove,35,2004,3062622046,629213624
1076,Lee,Rhonda,F,Brackendale,41,2015,9027027131,832179167
1077,Larabee,Lisa,F,Vancouver,43,2003,4162430562,386317943
1078,Choquette,Mark,M,Burnaby,40,2018,6134721834,623971005
1079,Wilks,Bryan,M,Victoria,28,2007,5145176597,911622066
1080,Hansen,James,M,Vancouver,38,2016,4168365951,304954981
1081,Tibbs,Eleanor,F,Vancouver,27,2006,9022163140,543686846
1082,Hallock,Diane,F,Aldergrove,37,2006,4034419868,188493306
1083,Mead,Mary,F,Avola,25,2015,9023865588,760191801
1084,Stark,Cynthia,F,Vancouver,46,2002,6137925880,827555687
1085,Barnett,Richard,M,New Westminster,46,2007,6133017872,847371645
1086,Martinek,Hazel,F,New Westminster,25,2014,6135339489,751424854
1087,Buckmaster,Fred,M,Victoria,45,2014,4163698686,928789112
1088,Sullivan,Melissa,F,Chilliwack,27,2013,2042273256,213833284
1089,Tate,John,M,Grand Forks,45,2010,4166681553,189278035
1090,Devereaux,Lisa,F,North Vancouver,34,2010,4183122834,930674786
1091,Crowe,Susan,F,New Westminster,45,2008,4184067709,582489374
1092,Young,Jeffrey,M,Langley,38,2014,5146851646,185161197
1093,Boyd,Arthur,M,Fort St John,35,2012,4036611237,580323054
1094,Goddard,Richard,M,Midway,37,2011,4164166296,570320631
1095,Wilson,Steven,M,Surrey,29,2009,4038268489,699272827
1096,Faulkner,Natalie,F,Port Coquitlam,49,2017,4169394557,750648295
1097,Williams,Sheryl,F,Cobble Hill,47,2006,5149098004,130037433
1098,Cadwallader,Kiara,F,New Westminster,39,2004,3063138834,192397493
1099,Miller,Marion,F,Boston Bar,49,2005,2048799769,437502226
1100,Parks,Richard,M,New Westminster,35,2002,4164678105,919047262
1101,Delaughter,Denise,F,Vernon,31,2010,6139918102,113668931
1102,Hendry,Elva,F,Vancouver,43,2008,9025096826,515151329
1103,McAvoy,Justin,M,Beaver Valley,31,2014,9029602614,420215857
1104,Rainey,Judith,F,Nanaimo,47,2007,5148805114,157509454
1105,Wiese,Mike,M,Victoria,47,2018,5144432651,666259711
1106,Borden,Maurice,M,Port Alberni,43,2003,3069048739,300933272
1107,Fontaine,Amanda,F,Aldergrove,33,2009,6131764577,439243475
1108,Trueblood,Steven,M,Richmond,25,2003,4034297710,780971576
1109,Anderson,Rory,M,Whistler,44,2016,3064122923,235743554
1110,Agar,Lynda,F,Surrey,49,2015,2043106950,459121556
1111,Briscoe,Lisa,F,Courtenay,32,2003,4031429034,359416969
1112,Porter,John,M,Salmon Valley,40,2002,2045630234,668289931
1113,Alleman,Phillip,M,Prince George,44,2015,3067343634,945562898
1114,Christensen,Ruth,F,Campbell River,25,2010,2049377856,570636037
1115,Price,Kathryn,F,Richmond,27,2018,4168980704,295721253
1116,Ferretti,Eleanor,F,Coquitlam,34,2018,2044703154,507334451
1117,Wilson,Jessica,F,Vernon,25,2002,3067238890,163937245
1118,Newcomb,William,M,Richmond,36,2011,6047606125,954688915
1119,Rome,Claire,F,Whistler,27,2016,6131697483,523591011
1120,Howe,Lydia,F,Gold Bridge,29,2011,4186456474,323773333
1121,Gilbertson,John,M,Whistler,40,2008,5148376915,506713324
1122,Michel,Craig,M,Terrace,43,2010,6132244211,443364577
1123,Brantley,Frank,M,Williams Lake,26,2009,4038653000,831976788
1124,Addison,Oralia,F,Vancouver,33,2018,4036842599,462637268
1125,Crumbley,Harriett,F,Surrey,27,2010,9024214953,856452041
1126,Coleman,Ruth,F,Tofino,46,2009,6132375735,268026109
1127,Ali,Rose,F,Victoria,37,2008,3062479624,590775042
1128,Norton,Terry,M,New Westminster,33,2002,6048326643,912943088
1129,Mull,Larry,M,Vancouver,30,2011,4035367278,149206935
1130,Leishman,Gil,M,Kelowna,47,2011,4188848872,571177976
1131,Kim,Christina,F,Vernon,25,2010,6045316003,998806307
1132,Appleton,Jasmine,F,Hedley,33,2014,6131989785,656906606
1133,Ramirez,Lydia,F,Parksville,42,2017,6048452998,508226957
1134,Hernandez,Brian,M,New Westminister,47,2017,4039966694,913587573
1135,Provost,Jeremy,M,Richmond,46,2008,2041609114,385846759
1136,Kirk,Dinah,F,Vernon,31,2006,2048784893,855369282
1137,Garcia,Richard,M,Vancouver,46,2009,4162824473,782990045
1138,Mandel,Mark,M,Vancouver,30,2015,9022793698,756851468
1139,Fox,Jessica,F,Vancouver,30,2014,4169647579,420960732
1140,Williams,Timothy,M,North Vancouver,46,2010,4185635300,841460335
1141,Anderson,May,F,Vancouver,31,2018,3069525385,577095695
1142,Martin,Antonia,M,Victoria,48,2018,6131530623,866458511
1143,Barnes,Etsuko,F,Vancouver,39,2006,4182827963,397881622
1144,Erickson,Jorge,M,Vancouver,44,2012,4182374039,713500156
1145,Dorsey,Bradley,M,Prince George,35,2002,3061222586,874986039
1146,Lesperance,Rodney,M,New Westminster,36,2015,4038097077,538666946
1147,Watson,Francis,F,Vancouver,38,2011,6048511223,579206658
1148,Topete,Dallas,M,Vancouver,39,2011,4164493373,479364058
1149,Marquart,Darrell,M,Surrey,28,2007,2045713174,333863083
1150,Robichaux,Robert,M,Abbotsford,30,2002,6136156583,390751361
1151,Rodriguez,Richard,M,Duncan,33,2009,5145898136,289191284
1152,Baldwin,Joseph,M,Vancouver,42,2013,9026094681,700219239
1153,Maclachlan,Patrick,M,Rutland,38,2011,2041933467,394038637
1154,Gabriel,Jacob,M,Burnaby,36,2002,4034224791,493949035
1155,Haugen,Carol,F,Vancouver,31,2003,6045690343,413727227
1156,Martin,Richard,M,Kelowna,31,2006,5145068299,637079200
1157,Newsom,Leroy,M,Vancouver,28,2004,3065486860,962052500
1158,Harnois,John,M,Vancouver,47,2013,4162722854,285407599
1159,Kellogg,John,M,Vancouver,43,2007,2042834977,485230401
1160,Elmore,William,M,White Rock,33,2010,4164853890,360540116
1161,Galloway,Harold,M,Vancouver,37,2015,9025138273,934750242
1162,Smith,Rebecca,F,Vancouver,29,2008,4163513872,795833185
1163,Fischer,Ashley,F,Port Hardy,37,2010,2044083822,765650488
1164,Cochran,Rachel,F,Grasmere,41,2012,4182409952,305331479
1165,Figueiredo,William,M,Vancouver,47,2008,5142674828,317338559
1166,Robinson,Darlene,F,Langley,30,2009,3069329642,289739020
1167,McKee,Johanna,F,Salmon Arm,31,2004,4164561348,169941486
1168,Brecht,Joseph,M,Vancouver,31,2010,3063759721,939617966
1169,Thomas,Janet,F,Duncan,27,2014,4182317796,665020255
1170,Howard,Benjamin,M,Vancouver,36,2009,4167872112,755431514
1171,Staggs,Jay,M,Vancouver,41,2003,4162746877,717634635
1172,Lewis,Rachael,F,Nanaimo,49,2003,4183875792,617922326
1173,Porter,Chanel,F,Vancouver,25,2017,4034184281,277638133
1174,McCormick,Bradley,M,Vancouver,47,2006,9023608793,893258619
1175,Cheney,Brad,M,Whistler,49,2011,3062826751,703118971
1176,Sink,Jennifer,F,Vernon,26,2018,5148371131,322790939
1177,Francois,Christopher,M,Vernon,41,2016,6049415409,264032467
1178,Chambers,Gail,F,Gibsons,34,2005,9028666193,956097819
1179,Laflamme,Wallace,M,Kelowna,25,2018,4186838639,180552707
1180,Fitzgerald,Judith,F,Vancouver,48,2017,6046681031,784036543
1181,Gonzalez,Catherine,F,Clinton,36,2002,3063688623,212403497
1182,Whitman,Gail,F,Burnaby,40,2014,6137690248,319033692
1183,Legg,Darlene,F,Vancouver,34,2010,6132400607,593800963
1184,Jones,Jack,M,Victoria,25,2016,2044472268,973108662
1185,Homan,Robert,M,Huntingdon,39,2014,4186451651,240442277
1186,Anderson,Betty,F,Bouchie Lake,31,2003,4038185790,602806495
1187,Hollins,Jack,M,Surrey,43,2010,5146646704,470062942
1188,Sheridan,Demarcus,M,Kelowna,48,2011,5145064858,756883963
1189,Fitzpatrick,Brice,M,North Vancouver,42,2014,6042876932,173591918
1190,Kurland,Cassandra,F,Vancouver,43,2016,4185336065,133992998
1191,Jarnagin,Carolyn,F,Vancouver,43,2002,2046113884,366779266
1192,Lee,Cheryl,F,Surrey,47,2007,6041340643,195468156
